zip_code,violation_type,offense,item_name,animal_id
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A195200
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215306
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215307
80207,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A215306
80207,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215306
80207,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215307
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215309
80210,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A215309
80210,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215309
80210,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215309
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A127406
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215310
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215312
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215270
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215270
80237,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A207389
80219,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A214158
80219,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A214159
80239,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A090112
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215322
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215323
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215324
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215325
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215326
80221,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A172433
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A155493
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215331
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A155493
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215331
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A155493
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215331
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A155493
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215331
80216,ADMIN,8-70/71 RSCND,SPAY/NEUT-RESCISSION,A155493
80216,ADMIN,8-70/71 RSCND,SPAY/NEUT-RESCISSION,A155493
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215337
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215338
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215337
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215338
80209,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215339
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215340
80222,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215340
80222,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215340
80247,CITATION,8-51,ATTACK/ BITE,A186868
80123,CITATION,8-51,ATTACK/ BITE,A215377
80123,CITATION,8-16,LEASH LAW,A215377
80219,CITATION,8-16,LEASH LAW,A213328
80219,CITATION,8-51,ATTACK/ BITE,A213328
80216,CITATION,8-16,LEASH LAW,A139976
80216,CITATION,8-51,ATTACK/ BITE,A139976
80216,CITATION,8-51,ATTACK/ BITE,A139976
80212,CITATION,8-16,LEASH LAW,A207882
80212,CITATION,8-51,ATTACK/ BITE,A207882
80212,CITATION,8-32,FAILURE TO VACC,A207882
80212,CITATION,8-61,LICENSE REQ,A207882
80204,CITATION,8-16,LEASH LAW,A155805
80204,CITATION,8-51,ATTACK/ BITE,A155805
80204,CITATION,8-61,LICENSE REQ,A155805
80207,CITATION,8-51,ATTACK/ BITE,A212607
80207,CITATION,8-51,ATTACK/ BITE,A212605
80209,CITATION,8-16,LEASH LAW,A150572
80209,CITATION,8-51,ATTACK/ BITE,A150572
80239,CITATION,8-16,LEASH LAW,A212708
80239,CITATION,8-51,ATTACK/ BITE,A212708
80239,CITATION,8-16,LEASH LAW,A212707
80249,CITATION,8-51,ATTACK/ BITE,A215378
80205,CITATION,8-51,ATTACK/ BITE,A212537
80239,CITATION,8-16,LEASH LAW,A189852
80239,CITATION,8-70/71 (1ST),SPAY / NEUTER - 1ST,A189852
80204,CITATION,8-55,PIT BULLS PRO,A212078
80204,CITATION,8-55,PIT BULLS PRO,A212079
80204,CITATION,8-16,LEASH LAW,A094244
80204,CITATION,8-51,ATTACK/ BITE,A094244
80204,CITATION,8-51,ATTACK/ BITE,A160501
80219,CITATION,8-16,LEASH LAW,A213330
80219,CITATION,8-51,ATTACK/ BITE,A213330
80216,CITATION,8-32,FAILURE TO VACC,A205771
80216,CITATION,8-61,LICENSE REQ,A205771
80216,CITATION,8-131,CRUELTY,A205771
80216,CITATION,8-132,NEGLECT,A205771
80249,CITATION,8-16,LEASH LAW,A193438
80249,CITATION,8-32,FAILURE TO VACC,A193438
80249,CITATION,8-70/71 (1ST),SPAY / NEUTER - 1ST,A193438
80219,CITATION,8-16,LEASH LAW,A198852
80219,CITATION,8-51,ATTACK/ BITE,A198852
80219,CITATION,8-16,LEASH LAW,A215403
80219,CITATION,8-51,ATTACK/ BITE,A215403
80222,CITATION,8-51,ATTACK/ BITE,A213788
80210,CITATION,8-16,LEASH LAW,A215405
80210,CITATION,8-17,INTERFER,A215405
80210,CITATION,8-32,FAILURE TO VACC,A215405
80210,CITATION,8-61,LICENSE REQ,A215405
80127,CITATION,8-16,LEASH LAW,A211291
80127,CITATION,8-51,ATTACK/ BITE,A211291
80127,CITATION,8-61,LICENSE REQ,A211291
80127,CITATION,8-32,FAILURE TO VACC,A211291
80220,CITATION,8-16,LEASH LAW,A209938
80220,CITATION,8-51,ATTACK/ BITE,A209938
80216,CITATION,8-51,ATTACK/ BITE,A211842
80003,CITATION,8-16,LEASH LAW,A209833
80003,CITATION,8-51,ATTACK/ BITE,A209833
80211,CITATION,8-131,CRUELTY,A211850
80211,CITATION,8-132,NEGLECT,A211850
80249,CITATION,8-51,ATTACK/ BITE,A211851
80249,CITATION,8-16,LEASH LAW,A211851
80216,CITATION,8-16,LEASH LAW,A215406
80216,CITATION,8-51,ATTACK/ BITE,A215406
80216,CITATION,8-16,LEASH LAW,A211985
80216,CITATION,8-51,ATTACK/ BITE,A211985
80216,CITATION,8-131,CRUELTY,A215413
80246,CITATION,8-51,ATTACK/ BITE,A209494
80205,CITATION,8-16,LEASH LAW,A190495
80205,CITATION,8-71,SPAY / NEUTER,A190495
80205,CITATION,8-36 (1ST),FAILURE TO DISPLAY VACC,A190495
80205,CITATION,8-63 (1ST),FAILURE TO DISPLAY LICENSE,A190495
80205,CITATION,8-16,LEASH LAW,A190495
80205,CITATION,8-51,ATTACK/ BITE,A190495
80236,CITATION,8-16,LEASH LAW,A211290
80236,CITATION,8-51,ATTACK/ BITE,A211290
80249,CITATION,8-55,PIT BULLS PRO,A210182
80215,CITATION,8-51,ATTACK/ BITE,A215437
80219,CITATION,8-46,BARKING DOG,A125386
80219,CITATION,8-46,BARKING DOG,A125393
80207,CITATION,8-16,LEASH LAW,A179037
80207,CITATION,8-16,LEASH LAW,A107161
80207,CITATION,8-51,ATTACK/ BITE,A179037
80207,CITATION,8-51,ATTACK/ BITE,A107161
80231,CITATION,8-16,LEASH LAW,A215439
80231,CITATION,8-16,LEASH LAW,A215439
80231,CITATION,8-51,ATTACK/ BITE,A215439
90026,CITATION,8-16,LEASH LAW,A210977
90026,CITATION,8-51,ATTACK/ BITE,A210977
80219,CITATION,8-51,ATTACK/ BITE,A048048
80249,CITATION,8-55,PIT BULLS PRO,A211091
80249,CITATION,8-55,PIT BULLS PRO,A211139
80220,CITATION,8-16,LEASH LAW,A215441
80220,CITATION,8-17,INTERFER,A215441
80220,CITATION,8-32,FAILURE TO VACC,A215441
80220,CITATION,8-61,LICENSE REQ,A215441
80220,CITATION,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215441
80249,CITATION,8-48,DAMAGE PROP,A193438
80249,CITATION,8-132,NEGLECT,A193438
80239,CITATION,8-48,DAMAGE PROP,A215442
80239,CITATION,8-16,LEASH LAW,A215442
80239,CITATION,8-51,ATTACK/ BITE,A215442
80230,CITATION,8-16,LEASH LAW,A194015
80230,CITATION,8-51,ATTACK/ BITE,A194015
80209,CITATION,8-51,ATTACK/ BITE,A091836
80220,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A085799
80220,ADMIN,8-61 COMP,LICENSE REQ - COMP,A085799
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A128354
80205,ADMIN,8-82 (1ST),UNLAW MANURE - 1ST,A128354
80230,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215042
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215494
81006,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215496
81006,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215496
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A149882
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215497
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215498
80222,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215498
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215501
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215501
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215501
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215502
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215505
80206,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215505
80206,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215505
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215503
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215503
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215503
80205,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215503
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215504
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215504
80205,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215504
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A132476
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A214565
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215514
80219,CITATION,8-16,LEASH LAW,A209886
80219,CITATION,8-51,ATTACK/ BITE,A209886
80216,CITATION,8-16,LEASH LAW,A211583
80216,CITATION,8-51,ATTACK/ BITE,A211583
80219,CITATION,8-16,LEASH LAW,A170974
80219,CITATION,8-16,LEASH LAW,A170973
80219,CITATION,8-51,ATTACK/ BITE,A170974
80219,CITATION,8-51,ATTACK/ BITE,A170973
80227,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215542
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215543
80014,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215544
80239,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215320
80239,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215564
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A216045
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A216046
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A216045
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A216046
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A216045
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A216046
80211,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215579
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215579
80211,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215579
80237,CITATION,8-16,LEASH LAW,A214762
80237,CITATION,8-16,LEASH LAW,A214763
80237,CITATION,8-51,ATTACK/ BITE,A214762
80237,CITATION,8-51,ATTACK/ BITE,A214763
80239,CITATION,8-16,LEASH LAW,A215320
80239,CITATION,8-16,LEASH LAW,A215564
80239,CITATION,8-48,DAMAGE PROP,A215320
80239,CITATION,8-48,DAMAGE PROP,A215564
80239,CITATION,8-51,ATTACK/ BITE,A215320
80239,CITATION,8-51,ATTACK/ BITE,A215564
80209,CITATION,8-16,LEASH LAW,A184502
80209,CITATION,8-32,FAILURE TO VACC,A184502
80209,CITATION,8-61,LICENSE REQ,A184502
80216,CITATION,8-16,LEASH LAW,A204667
80216,CITATION,8-16,LEASH LAW,A187342
80216,CITATION,8-32,FAILURE TO VACC,A204667
80216,CITATION,8-32,FAILURE TO VACC,A187342
80216,CITATION,8-61,LICENSE REQ,A204667
80216,CITATION,8-61,LICENSE REQ,A187342
80216,CITATION,8-71,SPAY / NEUTER,A204667
80216,CITATION,8-71,SPAY / NEUTER,A187342
80239,CITATION,8-16,LEASH LAW,A215621
80239,CITATION,8-48,DAMAGE PROP,A215621
80239,CITATION,8-51,ATTACK/ BITE,A215621
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215640
80210,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215640
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215644
80202,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215644
80202,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215644
80550,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215646
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A200454
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A206708
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215648
80224,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215652
80224,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215652
80224,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215652
80224,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215652
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215654
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A177985
80204,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A177985
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A177985
80204,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A177985
80204,ADMIN,8-61 COMP,LICENSE REQ - COMP,A177985
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215659
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215659
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A011116
80249,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215660
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215661
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215662
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A195542
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A195542
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A195542
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215735
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215738
80221,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215739
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215740
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215740
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215578
80211,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215578
80211,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215578
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215742
80014,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215743
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215746
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215744
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215745
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215744
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215745
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215744
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215745
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215747
80211,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215747
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215672
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215748
80211,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215748
80022,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215749
80022,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A215749
80249,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A178624
80249,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A178624
80249,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A178624
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215672
80221,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A137062
80221,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A137062
80221,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A137062
80221,ADMIN,8-61 COMP,LICENSE REQ - COMP,A137062
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A093262
80203,ADMIN,8-16 (2ND),LEASH LAW - 2ND,A211839
80203,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215752
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215759
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215759
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215760
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215760
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215767
80238,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215768
80237,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215769
80213,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215773
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215770
80228,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215771
80634,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A216266
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215774
80210,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215774
80210,ADMIN,8-61 COMP,LICENSE REQ - COMP,
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215778
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215780
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215780
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215780
80216,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A215780
80216,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215780
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215781
80249,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A192648
80249,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A192648
80249,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A192648
80249,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,
80249,ADMIN,8-61 COMP,LICENSE REQ - COMP,
80249,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,A192648
80239,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215782
80239,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215782
80239,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215782
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215783
80239,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215784
80239,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215784
80239,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215784
80239,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215784
80239,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,A215784
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215786
80216,CITATION,8-16,LEASH LAW,A187342
80216,CITATION,8-61,LICENSE REQ,A187342
80216,CITATION,8-71,SPAY / NEUTER,A187342
80220,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215798
80220,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215798
80220,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215798
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215799
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215799
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215800
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215800
80123,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A192942
80123,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A192996
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215802
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215802
80219,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215802
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215802
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215803
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194414
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215807
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215808
80205,ADMIN,8-16,LEASH LAW,A215681
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215681
80205,ADMIN,8-61,LICENSE REQ,A215681
80205,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,
80205,ADMIN,8-61 COMP,LICENSE REQ - COMP,
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215681
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215681
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215810
80211,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215810
80211,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A215810
80211,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A215810
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A022932
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A022932
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A022932
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A022935
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A022935
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A022935
80205,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A022932
80205,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A022935
80239,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215811
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215813
80219,CITATION,8-16,LEASH LAW,A211343
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215855
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215855
80205,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A215855
80205,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215855
80219,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A215910
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A215910
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215910
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A215910
80219,ADMIN,8-16 (2ND),LEASH LAW - 2ND,A211720
80219,ADMIN,8-16 (2ND),LEASH LAW - 2ND,A211721
80219,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A211720
80219,ADMIN,8-63 (1ST),FAILURE TO DISPLAY LICENSE,A211720
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215921
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215926
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215934
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A215935
80218,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215934
80218,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A215935
80218,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215934
80218,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A215935
80211,CITATION,8-16,LEASH LAW,A215990
80211,CITATION,8-32,FAILURE TO VACC,A215990
80211,CITATION,8-51,ATTACK/ BITE,A215990
80211,CITATION,8-61,LICENSE REQ,A215990
80212,CITATION,8-16,LEASH LAW,A215991
80212,CITATION,8-51,ATTACK/ BITE,A215991
80212,CITATION,8-16,LEASH LAW,A215996
80216,CITATION,8-32,FAILURE TO VACC,A215999
80216,CITATION,8-61,LICENSE REQ,A215999
80216,CITATION,8-71,SPAY / NEUTER,A215999
80216,CITATION,8-131,CRUELTY,A215999
80216,CITATION,8-132,NEGLECT,A215999
80203,CITATION,8-16,LEASH LAW,A216005
80203,CITATION,8-51,ATTACK/ BITE,A216005
80239,CITATION,8-16,LEASH LAW,A215445
80239,CITATION,8-51,ATTACK/ BITE,A215445
80239,CITATION,8-16,LEASH LAW,A215446
80239,CITATION,8-51,ATTACK/ BITE,A215446
80206,CITATION,8-16,LEASH LAW,A215352
80206,CITATION,8-51,ATTACK/ BITE,A215352
80249,CITATION,8-16,LEASH LAW,A216011
80249,CITATION,8-51,ATTACK/ BITE,A216011
80209,CITATION,8-51,ATTACK/ BITE,A215339
80239,CITATION,8-16,LEASH LAW,A090112
80239,CITATION,8-51,ATTACK/ BITE,A090112
80205,CITATION,8-51,ATTACK/ BITE,A181293
80239,CITATION,8-16,LEASH LAW,A215446
80239,CITATION,8-16,LEASH LAW,A215445
80239,CITATION,8-51,ATTACK/ BITE,A215445
80239,CITATION,8-51,ATTACK/ BITE,A215446
80207,CITATION,8-121,QUARANTINE,A216013
80207,CITATION,8-121,QUARANTINE,A216014
80207,CITATION,8-16,LEASH LAW,A216014
80207,CITATION,8-16,LEASH LAW,A216013
80207,CITATION,8-51,ATTACK/ BITE,A216014
80207,CITATION,8-51,ATTACK/ BITE,A216013
48612,CITATION,8-32,FAILURE TO VACC,A216015
48612,CITATION,8-61,LICENSE REQ,A216015
48612,CITATION,8-71,SPAY / NEUTER,A216015
48612,CITATION,8-32,FAILURE TO VACC,A216016
48612,CITATION,8-61,LICENSE REQ,A216016
48612,CITATION,8-71,SPAY / NEUTER,A216016
48612,CITATION,8-32,FAILURE TO VACC,A216017
48612,CITATION,8-61,LICENSE REQ,A216017
48612,CITATION,8-71,SPAY / NEUTER,A216017
48612,CITATION,8-32,FAILURE TO VACC,A216018
48612,CITATION,8-61,LICENSE REQ,A216018
48612,CITATION,8-71,SPAY / NEUTER,A216018
48612,CITATION,8-32,FAILURE TO VACC,A216019
48612,CITATION,8-61,LICENSE REQ,A216019
48612,CITATION,8-17,INTERFER,A216019
48612,CITATION,8-32,FAILURE TO VACC,A216020
48612,CITATION,8-61,LICENSE REQ,A216020
48612,CITATION,8-71,SPAY / NEUTER,A216020
48612,CITATION,8-32,FAILURE TO VACC,A216022
48612,CITATION,8-61,LICENSE REQ,A216022
48612,CITATION,8-71,SPAY / NEUTER,A216022
48612,CITATION,8-32,FAILURE TO VACC,A216023
